reporting_month,source_month,settlement_month,settlement_type,record_type,match_group_id,internal_transaction_ids,internal_payment_refs,bank_line_ids,bank_references,cardinality,internal_amount,bank_amount,variance,reconciliation_status,match_method,comments
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0053,TXNJUN00471,PRJUN26530521,BLJUN00417,UTR3676343517,1:1,67627.68,67627.68,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0054,TXNJUN00473,PRJUN26588648,BLJUN00419,UTR7529678452,1:1,24196.95,24196.95,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0055,TXNJUN00465,PRJUN27368573,BLJUN00411,UTR2646331504,1:1,41344.16,41344.16,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0056,TXNJUN00417,PRJUN27514010,BLJUN00363,UTR4939447721,1:1,68179.84,68179.84,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0057,TXNJUN00378,PRJUN27714442,BLJUN00324,UTR4308701294,1:1,81812.13,81812.13,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0058,TXNJUN00452,PRJUN27758896,BLJUN00398,UTR8055515912,1:1,16660.76,16660.76,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0059,TXNJUN00584,PRJUN28531242,BLJUN00496,UTR7478286207,1:1,71105.39,71105.39,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0060,TXNJUN00495,PRJUN28850770,BLJUN00441,UTR1805492785,1:1,70602.91,70602.91,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0061,TXNJUN00516,PRJUN30636590,BLJUN00467|BLJUN00466|BLJUN00465,UTR6961554653|UTR6405851839|UTR3396953414,1:3,97349.46,97349.46,0.0,MATCHED,Reference aggregate match,All related bank lines aggregated by normalized/truncated reference.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0062,TXNJUN00510,PRJUN30777669,BLJUN00456,UTR2537965898,1:1,14813.4,14813.4,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0063,TXNJUN00367,PRJUN31204188,BLJUN00313,UTR2176904638,1:1,43505.09,43505.09,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0064,TXNJUN00447,PRJUN31336920,BLJUN00393,UTR4577406847,1:1,29728.91,29728.91,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0065,TXNJUN00413,PRJUN31424479,BLJUN00359,UTR6963229328,1:1,23734.46,23734.46,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0066,TXNJUN00428,PRJUN31596235,BLJUN00374,UTR3807341727,1:1,7356.48,7356.48,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0067,TXNJUN00451,PRJUN31865061,BLJUN00397,UTR5333183840,1:1,74138.91,74138.91,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0068,TXNJUN00384,PRJUN31989243,BLJUN00330,UTR9046449694,1:1,90548.29,90548.29,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0069,TXNJUN00459,PRJUN32815223,BLJUN00405,UTR1383539822,1:1,83297.88,83297.88,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0070,TXNJUN00414,PRJUN33315234,BLJUN00360,UTR3420671425,1:1,22663.22,22663.22,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0071,TXNJUN00434,PRJUN35042738,BLJUN00380,UTR8890193183,1:1,4477.45,4477.45,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0072,TXNJUN00456,PRJUN35281262,BLJUN00402,UTR3923823693,1:1,49263.57,49263.57,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0073,TXNJUN00393,PRJUN36229153,BLJUN00339,UTR1102693781,1:1,85567.0,85567.0,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0074,TXNJUN00475,PRJUN36661903,BLJUN00421,UTR8316205130,1:1,19176.25,19176.25,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0075,TXNJUN00381,PRJUN37272705,BLJUN00327,UTR8295757364,1:1,51072.97,51072.97,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0076,TXNJUN00432,PRJUN37776759,BLJUN00378,UTR8665986525,1:1,60718.56,60718.56,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0077,TXNJUN00337,PRJUN38138531,BLJUN00283,UTR8015124886,1:1,75830.7,75830.7,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0078,TXNJUN00424,PRJUN38143348,BLJUN00370,UTR5501759051,1:1,65928.43,65928.43,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0079,TXNJUN00347,PRJUN38829445,BLJUN00293,UTR6097953682,1:1,26623.17,26623.17,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0080,TXNJUN00374,PRJUN39158087,BLJUN00320,UTR9432088993,1:1,85202.18,85202.18,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0081,TXNJUN00420,PRJUN39962391,BLJUN00366,UTR1546957087,1:1,56053.03,56053.03,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0082,TXNJUN00369,PRJUN41426254,BLJUN00315,UTR1334744286,1:1,62357.23,62357.23,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0083,TXNJUN00423,PRJUN41943272,BLJUN00369,UTR5343911135,1:1,93330.47,93330.47,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0084,TXNJUN00350,PRJUN42020689,BLJUN00296,UTR3561629386,1:1,11330.91,11330.91,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0085,TXNJUN00382,PRJUN42029368,BLJUN00328,UTR3614915281,1:1,23414.46,23414.46,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0086,TXNJUN00338,PRJUN42483531,BLJUN00284,UTR8265834251,1:1,62658.32,62658.32,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0087,TXNJUN00362,PRJUN43511112,BLJUN00308,UTR7074050517,1:1,67654.66,67654.66,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0088,TXNJUN00507,PRJUN43734435,BLJUN00453,UTR5141593270,1:1,59048.22,59048.22,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0089,TXNJUN00446,PRJUN46160937,BLJUN00392,UTR9831336766,1:1,39739.22,39739.22,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0090,TXNJUN00390,PRJUN46407626,BLJUN00336,UTR2721959126,1:1,54403.03,54403.03,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0091,TXNJUN00500,PRJUN46721417,BLJUN00446,UTR8991678061,1:1,91550.49,91550.49,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0092,TXNJUN00408,PRJUN46907428,BLJUN00354,UTR7437690455,1:1,42509.58,42509.58,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0093,TXNJUN00445,PRJUN47627490,BLJUN00391,UTR8841851495,1:1,81567.75,81567.75,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0094,TXNJUN00412,PRJUN47706144,BLJUN00358,UTR5293274004,1:1,76869.96,76869.96,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0095,TXNJUN00352,PRJUN48766747,BLJUN00298,UTR5088130061,1:1,17977.59,17977.59,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0096,TXNJUN00518,PRJUN48901209,BLJUN00472|BLJUN00471,UTR1944316108|UTR5427334554,1:2,62521.4,62521.4,0.0,MATCHED,Reference aggregate match,All related bank lines aggregated by normalized/truncated reference.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0097,TXNJUN00398,PRJUN49148093,BLJUN00344,UTR2168041588,1:1,80874.07,80874.07,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0098,TXNJUN00355,PRJUN49203644,BLJUN00301,UTR8584566722,1:1,26292.31,26292.31,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0099,TXNJUN00508,PRJUN49483865,BLJUN00454,UTR2620054076,1:1,17061.1,17061.1,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0100,TXNJUN00476,PRJUN49641367,BLJUN00422,UTR2007192464,1:1,3983.69,3983.69,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0101,TXNJUN00334,PRJUN50323741,BLJUN00280,UTR9437783771,1:1,57404.27,57404.27,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0102,TXNJUN00419,PRJUN50502233,BLJUN00365,UTR8675071314,1:1,13178.8,13178.8,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0103,TXNJUN00383,PRJUN51512209,BLJUN00329,UTR4012917912,1:1,70525.46,70525.46,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0104,TXNJUN00372,PRJUN52057323,BLJUN00318,UTR9883760207,1:1,83723.71,83723.71,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0105,TXNJUN00400,PRJUN52148834,BLJUN00346,UTR7285025763,1:1,11689.81,11689.81,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0106,TXNJUN00375,PRJUN52211967,BLJUN00321,UTR2295574037,1:1,23727.76,23727.76,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0107,TXNJUN00463,PRJUN52464268,BLJUN00409,UTR1249166485,1:1,17338.8,17338.8,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0108,TXNJUN00511,PRJUN52662313,BLJUN00457,UTR7601519165,1:1,21091.4,21091.4,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0109,TXNJUN00344,PRJUN52803305,BLJUN00290,UTR5982744929,1:1,28700.02,28700.02,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0110,TXNJUN00335,PRJUN52833932,BLJUN00281,UTR6910112521,1:1,69879.35,69879.35,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0111,TXNJUN00488,PRJUN53034742,BLJUN00434,UTR8057994126,1:1,31602.29,31602.29,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0112,TXNJUN00514,PRJUN53075436,BLJUN00460|BLJUN00461,UTR7208619610|UTR5483308751,1:2,70870.07,70870.07,0.0,MATCHED,Reference aggregate match,All related bank lines aggregated by normalized/truncated reference.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0113,TXNJUN00348,PRJUN53752954,BLJUN00294,UTR5785590330,1:1,43602.9,43602.9,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0114,TXNJUN00406,PRJUN54499873,BLJUN00352,UTR8406374110,1:1,4295.48,4295.48,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0115,TXNJUN00493,PRJUN54556611,BLJUN00439,UTR3829998009,1:1,72962.7,72962.7,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0116,TXNJUN00343,PRJUN56045630,BLJUN00289,UTR8287542751,1:1,74559.58,74559.58,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0117,TXNJUN00411,PRJUN56175477,BLJUN00357,UTR1940684569,1:1,47851.76,47851.76,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0118,TXNJUN00450,PRJUN56204319,BLJUN00396,UTR2660286914,1:1,79617.69,79617.69,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0119,TXNJUN00358,PRJUN56785209,BLJUN00304,UTR8254773516,1:1,41851.87,41851.87,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0120,TXNJUN00349,PRJUN57242616,BLJUN00295,UTR2345122542,1:1,58745.11,58745.11,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0121,TXNJUN00460,PRJUN57685330,BLJUN00406,UTR6557907251,1:1,70763.89,70763.89,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0122,TXNJUN00484,PRJUN58130331,BLJUN00430,UTR9107154202,1:1,2980.34,2980.34,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0123,TXNJUN00582,PRJUN58623028,BLJUN00491,UTR8218146534,1:1,14915.27,14915.27,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0124,TXNJUN00387,PRJUN59350218,BLJUN00333,UTR1011031667,1:1,24422.25,24422.25,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0125,TXNJUN00392,PRJUN59515518,BLJUN00338,UTR9469064524,1:1,27878.63,27878.63,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0126,TXNJUN00330,PRJUN61100987,BLJUN00276,UTR1271730355,1:1,13405.1,13405.1,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0127,TXNJUN00329,PRJUN61705758,BLJUN00275,UTR3238126936,1:1,27902.54,27902.54,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0128,TXNJUN00519,PRJUN62478133,BLJUN00475|BLJUN00473|BLJUN00474,UTR9611537583|UTR3384006407|UTR1529290976,1:3,116810.74,116810.74,-0.0,MATCHED,Reference aggregate match,All related bank lines aggregated by normalized/truncated reference.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0129,TXNJUN00496,PRJUN62733674,BLJUN00442,UTR9125023089,1:1,43555.11,43555.11,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0130,TXNJUN00336,PRJUN62738860,BLJUN00282,UTR8418324922,1:1,11040.87,11040.87,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0131,TXNJUN00437,PRJUN62989744,BLJUN00383,UTR1827752234,1:1,3540.52,3540.52,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0132,TXNJUN00333,PRJUN63108878,BLJUN00279,UTR3552898167,1:1,79992.87,79992.87,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0133,TXNJUN00482,PRJUN63720675,BLJUN00428,UTR1485574228,1:1,26006.19,26006.19,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0134,TXNJUN00489,PRJUN64126921,BLJUN00435,UTR8973989997,1:1,7719.2,7719.2,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0135,TXNJUN00583,PRJUN65462544,BLJUN00493,UTR7678293431,1:1,74513.95,74513.95,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0136,TXNJUN00354,PRJUN65784972,BLJUN00300,UTR4268713302,1:1,79829.75,79829.75,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0137,TXNJUN00371,PRJUN66682016,BLJUN00317,UTR1439921366,1:1,12773.6,12773.6,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0138,TXNJUN00380,PRJUN66851305,BLJUN00326,UTR9929329605,1:1,38365.78,38365.78,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0139,TXNJUN00453,PRJUN66882385,BLJUN00399,UTR7973335079,1:1,80937.79,80937.79,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0140,TXNJUN00580,PRJUN67108220,BLJUN00488,UTR1811839103,1:1,24365.58,24365.58,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0141,TXNJUN00509,PRJUN67513345,BLJUN00455,UTR6714723660,1:1,52987.72,52987.72,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0142,TXNJUN00365,PRJUN67665720,BLJUN00311,UTR3482206102,1:1,47124.24,47124.24,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0143,TXNJUN00486,PRJUN68095862,BLJUN00432,UTR1234359689,1:1,69100.27,69100.27,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0144,TXNJUN00469,PRJUN68205561,BLJUN00415,UTR8782516473,1:1,94571.01,94571.01,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0145,TXNJUN00331,PRJUN68341261,BLJUN00277,UTR5055403877,1:1,40149.45,40149.45,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0146,TXNJUN00481,PRJUN68749047,BLJUN00427,UTR5783872028,1:1,25672.32,25672.32,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0147,TXNJUN00425,PRJUN68816911,BLJUN00371,UTR2612105539,1:1,40012.14,40012.14,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0148,TXNJUN00592,PRJUN68917831,BLJUN00498,UTR5449848690,1:1,16093.9,15813.99,-279.91,PARTIAL_MATCH,Reference aggregate match,"Related bank lines found, but the net amount does not fully reconcile."
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0149,TXNJUN00485,PRJUN69148126,BLJUN00431,UTR3655316364,1:1,6251.09,6251.09,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
JUNE,JUN,JUN,Same-month settlement,MATCH_GROUP,JUN-0150,TXNJUN00490,PRJUN70004467,BLJUN00436,UTR2770980600,1:1,11497.47,11497.47,0.0,MATCHED,Reference + exact amount,Related bank line selected; any redundant related credits remain unconsumed for duplicate-credit exception handling.
